This,Esto / Esta,Refers to a specific person or thing that is close to the speaker.,This is my book.
This is my bedroom,Esta es mi habitación.,A sentence used to describe one's bedroom.,This is my bedroom where I sleep and relax.
Those,Esos / Esas,A demonstrative pronoun used to refer to multiple people or things that are farther from the speaker.,Those are my shoes.
Through,A través de,Indicates movement from one side to another.,She walked through the park.
Thursday,Jueves,The fourth day of the week.,I have a dentist appointment on Thursday.
Tie,Corbata,"A piece of cloth worn around the neck, typically by men, for formal occasions.",He wore a tie to the wedding.
Time,Tiempo,The ongoing sequence of events taking place.,Time flies when you're having fun.
Tired,Cansado,In need of sleep or rest; weary.,"After the long hike, I felt very tired."
To ask for a drink,Pedir una bebida,To request a beverage at a restaurant or bar.,He asked for a drink at the counter.
To be in love with,Estar enamorado de,To have strong romantic feelings for someone.,They are in love with each other.
To give a tip,Dar una propina,To provide extra money to someone for their service.,We always give a tip to the waiter at restaurants.
To go on a diet,Estar a dieta,To follow a specific eating plan to lose weight or improve health.,She decided to go on a diet to improve her health.
To have the same hobbies,Tener los mismos pasatiempos,To share similar interests or activities.,"They have the same hobbies, like hiking and painting."
To pay the bill,Pagar la cuenta,To settle the amount owed for goods or services received.,He offered to pay the bill after dinner.
To to the dishes,Lavar los platos,To clean the dishes after a meal.,She always helps to do the dishes.
Today,Hoy,The present day.,I have a meeting today.
Toilet,Inodoro / Baño,"A fixture used for the disposal of human waste, typically consisting of a bowl and a seat.",The bathroom has a clean toilet.
Tooth,Diente,"A hard, calcified structure in the mouth used for biting and chewing.",I brush my teeth every morning.
Towel,Toalla,A piece of absorbent fabric used for drying or wiping.,I use a towel after swimming.
Train,Tren,A series of connected vehicles that run on tracks.,The train arrived at the station on time.
Tree,Árbol,A woody plant that typically has a single stem or trunk and grows to a considerable height.,The tree provides shade in the summer.
Trick,Truco,Something done to fool or surprise someone.,The magician performed an amazing trick.
Trout with almonds,Trucha con almendras,A dish made with trout fish cooked and served with almonds.,They enjoyed trout with almonds at the seafood restaurant.
Truck,Camión,A large motor vehicle used for transporting goods.,The truck delivered the furniture.
Truck driver,Camionero,A person who drives a truck for transporting goods.,The truck driver delivered supplies across the country.
Try,Intentar,To make an effort to do something.,She will try to finish her homework.
Try on,Probarse,To put on clothing to see if it fits or looks good.,She tried on several dresses before choosing one.
Tuesday,Martes,The second day of the week.,We will go shopping on Tuesday.
Turn (off/on),Apagar / Encender,To switch something off or on.,Please turn off the lights when you leave.
Turquoise,Turquesa,A blue-green color that resembles the gemstone turquoise.,She wore a turquoise dress to the party.
Twice,Dos veces,Two times; on two occasions.,He called me twice yesterday.
Ugly,Feo,Unpleasant to look at.,The building is ugly.
Umbrella,Paraguas,"A device used for protection against rain or sunlight, typically consisting of a circular canopy on a folding frame.",I always carry an umbrella in case it rains.
Uncle,Tío,The brother of one's parent.,My uncle is very funny.
Under,Debajo de,A preposition used to indicate a position below or beneath something.,The shoes are under the bed.
Underwear,Ropa interior,"Garments worn beneath outer clothes, typically next to the skin.",He bought new underwear.
Up,Arriba,Indicates a higher position or direction.,The cat climbed up the tree.
Uphill,Cuesta arriba,A slope that goes upward.,The hike was tough because we had to go uphill.
Upstairs,Arriba (en una casa),Refers to the upper floor of a building.,The bedrooms are upstairs.
Use,Usar,To put something into action or service.,I use my computer for work.
Vase,Jarrón,A decorative container used to hold flowers.,The vase is filled with fresh flowers.
Vegetables,Verduras / Vegetales,"Edible plants or parts of plants, such as carrots, spinach, and broccoli.",I eat vegetables every day for a healthy diet.
Very,Muy,To a high degree; extremely.,She is very tall.
Very good,Muy bien,A phrase used to express approval or satisfaction with someone's performance.,He did very good on his exam.
Vet,Veterinario,A person who is qualified to treat sick or injured animals.,The vet examined my dog.
Veterinarian,Veterinario,A person who is qualified to treat sick or injured animals.,The veterinarian treated the injured cat.
Video room,Sala de video,A room equipped for watching videos or movies.,We watched a movie in the video room.
Violet,Violeta,The color of violets and lavender.,The flowers are violet.
Vowel,Vocal,A speech sound produced without any significant constriction of airflow in the vocal tract.,"The letter ""A"" is a vowel."
Wake up,Despertarse,To stop sleeping.,I usually wake up early.
Wall unit,Mueble de pared,A piece of furniture that is attached to or built into a wall for storage or display.,The wall unit holds our TV and books.
Want,Querer,To have a desire for something.,I want to learn how to play the guitar.
Wardrobe,Armario,A piece of furniture used for storing clothes.,I keep my clothes organized in the wardrobe.
Wash,Lavar,To clean something with water and soap.,He washed his car on Saturday.
Washing machine,Lavadora,A machine used for washing clothes automatically.,I put my dirty clothes in the washing machine.
Waste paper basket,Papelera,A container for discarding waste paper.,I threw the old papers into the waste paper basket.
Watch,Reloj,A device used to tell time.,I bought a new watch yesterday.
Water,Agua,"A clear, colorless liquid essential for life.",I drink plenty of water every day.
Water ski,Esquiar en el agua,A sport where a person is pulled behind a boat while standing on skis.,He loves to water ski during the summer.
Wave,Ola,"A moving ridge on the surface of a liquid, especially the sea.",The surfer rode a big wave at the beach.
Way,Camino / Manera,A method or route for going from one place to another.,This is the way to the park.
We,Nosotros / Nosotras,Personal pronoun used to refer to a group that includes the speaker.,We are going to the park.
Weak,Débil,Lacking strength or power.,The weak bridge collapsed.
Wear,Llevar puesto,To have clothing or accessories on one's body.,She wears a hat to protect herself from the sun.
Wednesday,Miércoles,The third day of the week.,My birthday is on Wednesday.
Weekend,Fin de semana,The period from Friday evening to Sunday night.,We like to relax on the weekend.
Weight,Peso,The measure of how heavy something is.,The weight of the box is 10 kilograms.
Weird,Raro / Extraño,Something that is unusual or not normal.,That movie was really weird.
Welcome,Bienvenido / Bienvenida,A greeting used to express hospitality or acceptance.,Welcome to our home!
Welder,Soldador,A person who joins metal parts together using heat.,The welder repaired the metal fence.
Well,Bien,In a good or satisfactory manner.,She sings well.
What,Qué,Used to ask for information about something.,What is your name?
What tiem do you start work?,¿A qué hora empiezas a trabajar?,To inquire about the time someone begins their work.,I start work at 9 AM.
What's this?,¿Qué es esto?,A question used to ask about the identity of a thing.,What's this? Is it a new gadget?
What's your father's name?,¿Cómo se llama tu padre?,A question asking for the name of someone's father.,What's your father's name?
What's your job?,¿Cuál es tu trabajo?,A question asking about someone's occupation.,What's your job?
What's your mother's job?,¿Cuál es el trabajo de tu madre?,A question asking about the occupation of someone's mother.,What's your mother's job?
Where are you from?,¿De dónde eres?,A question asking about someone's country of origin.,Where are you from?
White,Blanco,The color of snow and milk.,The snow is white.
Who,Quién,Used to ask about a person or people.,Who is your best friend?
Who's this?,¿Quién es este/esta?,A question used to ask about the identity of a person or thing.,Who's this? Is he your brother?
Whose,De quién / De quiénes,A question word used to ask about ownership or association.,Whose book is this?
Wife,Esposa,A married woman.,His wife is very kind.
Window,Ventana,An opening in a wall or vehicle that allows light and air to enter.,Please open the window.
Wine,Vino,An alcoholic beverage made from fermented grapes.,We had a glass of wine with dinner.
Winter,Invierno,The coldest season of the year.,It snows in winter.
With,Con,A preposition used to indicate association or accompaniment.,I am going with my friends.
Without,Sin,A preposition used to indicate the absence of something.,I can't live without my phone.
Wolf,Lobo,A wild carnivorous mammal related to the dog.,The wolf howled at the moon.
Woman,Mujer,An adult female human being.,The woman is cooking dinner.
Wool,Lana,"A textile fiber obtained from sheep and other animals, known for its warmth.",The sweater is made of wool.
Word,Palabra,A single distinct meaningful element of speech or writing.,"The word ""hello"" is used as a greeting."
Work,Trabajar,To perform a job or task.,She will work on her assignment tonight.
Worried,Preocupado,Feeling anxious or concerned about something.,He is worried about the exam.
Would you like more meat?,¿Te gustaría más carne?,A polite way to offer someone additional food.,Would you like more meat?
Write,Escribir,"To form letters, words, or symbols on a surface using a pen, pencil, or other tools.",He writes stories in his notebook.
Yard,Patio / Jardín,"An area of land next to a house, often used for gardening or recreation.",The children are playing in the yard.
"Yeah, I know","Sí, lo sé",A phrase used to acknowledge understanding or agreement with someone.,"When told about the plan, he replied, ""Yeah, I know."""
Yellow,Amarillo,The color of the sun and bananas.,The sun is yellow.
"Yes, there are some apples","Sí, hay algunas manzanas",Used to confirm the presence of apples.,"Yes, there are some apples in the basket."
"Yes, there is some sugar","Sí, hay algo de azúcar.",Used to confirm the presence of sugar.,"Yes, there is some sugar in the container."
You,Tú / Usted,Personal pronoun used to refer to the person being spoken to.,You are my friend.
Young,Joven,Having lived or existed for a short time.,The young girl is playing.
Your,Tu(s) / Su(s),A possessive adjective used to indicate ownership or association with the person being spoken to.,Is this your car?
Your brother is really cute,Tu hermano es realmente lindo,A phrase used to compliment someone's brother on his appearance or behavior.,"""Your brother is really cute,"" she said with a smile."
